id_de_parliament,18177.0,18178.0,18179.0,18180.0,18181.0,18182.0,18183.0,18184.0,18185.0,18186.0,18187.0,18188.0,18189.0,18190.0,18191.0,18192.0,18193.0,18194.0,18195.0,18196.0,18197.0,18198.0,18199.0,18200.0,18201.0,18202.0,18203.0,18204.0,18205.0,18206.0,18207.0,18208.0,18209.0,18210.0,18211.0,18212.0,18213.0,19001.0,19002.0,19003.0,19004.0,19005.0,19006.0,19007.0,19008.0,19009.0,19010.0,19011.0,19012.0,19013.0,19014.0,19015.0,19016.0,19017.0,19018.0,19019.0,19020.0,19021.0,19022.0,19023.0,19024.0,19025.0,19026.0,19027.0,19028.0,19029.0,19030.0,19031.0,19032.0,19033.0,19034.0,19035.0,19036.0,19037.0,19038.0,19039.0,19040.0,19041.0,19042.0,19043.0,19044.0,19045.0,19046.0,19047.0,19048.0,19049.0,19050.0,19051.0,19052.0,19053.0,19054.0,19055.0,19056.0,19057.0,19058.0,19059.0,19060.0,19061.0,19062.0,19063.0,19064.0,19065.0,19066.0,19067.0,19068.0,19069.0,19070.0,19071.0,19072.0,19073.0,19074.0,19075.0,19076.0,19077.0,19078.0,19079.0,19080.0,19081.0,19082.0,19083.0,19084.0,19085.0,19086.0,19087.0,19088.0,19089.0,19090.0,19091.0,19092.0,19093.0,19094.0,19095.0,19096.0,19097.0,19098.0,19099.0,19100.0,19101.0,19102.0,19103.0,19104.0,19105.0,19106.0,19107.0,19108.0,19109.0,19110.0,19111.0,19112.0,19113.0,19114.0,19115.0,19116.0,19117.0,19118.0,19119.0,19120.0,19121.0,19122.0,19123.0,19124.0,19125.0,19126.0,19127.0,19128.0,19129.0,19130.0,19131.0,19132.0,19133.0,19134.0,19135.0,19136.0,19137.0,19138.0,19139.0,19140.0,19141.0,19142.0,19143.0,19144.0,19145.0,19146.0,19147.0,19148.0,19149.0,19150.0,19151.0,19152.0,19153.0,19154.0,19155.0,19156.0,19157.0,19158.0,19159.0,19160.0,19161.0,19162.0,19163.0,19164.0,19165.0,19166.0,19167.0,19168.0,19169.0,19170.0,19171.0,19172.0,19173.0,19174.0,19175.0,19176.0,19177.0,19178.0,19179.0,19180.0,19181.0,19182.0,19183.0,19184.0,19185.0,19186.0,19187.0,19188.0,19189.0,19190.0,19191.0,19192.0,19193.0,19194.0,19195.0,19196.0,19197.0,19198.0,19199.0,19200.0,19201.0,19202.0,19203.0,19204.0,19205.0,19206.0,19207.0,19208.0,19209.0,19210.0,19211.0,19212.0,19213.0,19214.0,19215.0,19216.0,19217.0,19218.0,19219.0,19220.0,19221.0,19222.0,19223.0,19224.0,19225.0,19226.0,19227.0,19228.0,19229.0,19230.0,19231.0,19232.0,19233.0,19234.0,19235.0,19236.0,19237.0,19238.0,19239.0,19240.0,19241.0,19242.0,19243.0,19244.0
11004645.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,2,2,2,2,0,0,0,1,0,1,2,2,1,0,1,1,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,2,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
11004650.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,2,2,2,2,2,2,2,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,2,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,2,0,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,1,0,1,1,0,1,1,0,2,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,2,2,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,2,1,1,1,1,1,0,1,0,1
11004651.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,2,1,1,2,0,0,2,0,0,0,1,0,2,0,1,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,1,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,2,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,1,1,2,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,1,1,0,2,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,2,0,1,2,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,2,1,1,0,2,0,0,1,0,1,2,0,2,0,0,0,2,2,0,0,1,2,1,2,2,1,0,0,0,2,0,1,1,0,1,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
11004652.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,2,2,1,1,1,1,2,0,2,1,0,1,0,1,2,1,0,0,0,2,0,1,1,1,1,1,1,1,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,2,1,2,1,2,0,0,2,0,2,2,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,2,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2,1,2,0,1,1,2,0,0,0,0,1,2,0,1,1,1,0,1,1,1,2,1,1,1,1,1,2,0,1,1,2,0,2,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
11004653.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,2,1,1,2,0,2,2,0,0,0,2,0,2,0,1,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,1,2,0,0,2,0,1,1,2,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,1,1,2,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,2,0,1,1,1,1,1,0,1,0,0,2,2,0,1,0,0,1,1,1,2,1,1,0,2,0,0,1,0,1,2,0,1,0,0,0,2,2,0,0,1,2,1,2,2,1,0,0,0,2,0,1,1,2,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
11004654.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,2,1,1,0,2,2,2,2,1,1,1,0,0,1,0,1,0,1,2,1,0,0,0,2,0,1,1,1,1,1,2,2,0,0,2,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,2,0,0,2,2,2,2,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,2,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2,1,2,0,1,1,2,0,0,0,0,2,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,2,2,0
11004655.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,2,2,2,2,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,2,2,2,2,2,2,2,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,2,1,0,0,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,0,1,1,1
11004656.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
11004659.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,2,1,1,1,2,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,2,0,0,1,0,1,1,0,1,0,1,2,2,1,1,1,0,2,0,1,1,1,1,1,1,2,0,2,2,2,2,1,2,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,1,2,1,1,0,2,0,0,0,0,0,1,1,0,0,2,2,1,0,0,1,1,0,2,2,2,0,0,0,1,2,1,0,2,1,2,1,2,1,1,1,1,2,0,1,1,2,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,0,2,0,0,1,0,1,2,0,1,1,0,0,1,2,2,0,1,2,2,2,2,1,2,2,2,2,0,1,1,0,1,1,2,0,1,1,0,0,0,2,1,1,0,0,1,1,1,0,1,0,0
11004660.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,2,1,1,2,0,0,2,0,2,0,1,0,2,0,1,1,1,1,0,0,0,0,2,1,2,1,1,0,1,0,1,0,2,1,1,2,0,2,0,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,2,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,1,2,2,2,2,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,2,1,1,0,2,0,0,1,0,1,2,0,1,0,0,0,2,2,2,2,1,2,1,2,2,1,0,0,0,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
11004661.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,2,2,1,2,1,1,1,0,0,1,0,1,0,1,2,1,0,0,0,2,0,1,1,1,1,1,1,1,0,0,2,1,1,2,2,2,1,2,1,1,1,1,1,0,1,1,1,1,2,1,2,0,0,2,0,2,2,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,2,1,1,1,1,1,2,1,0,0,0,1,1,2,1,1,0,0,0,1,1,1,1,0,0,1,2,1,2,0,1,1,2,0,2,0,0,1,2,0,1,1,1,0,1,1,1,2,1,1,1,1,1,2,0,2,1,2,0,2,1,1,2,2,1,2,2,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0
11004662.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,2,1,0,2,0,2,2,0,0,0,0,2,1,0,0,1,1,2,0,0,1,0,2,0,1,1,0,0,0,2,0,0,1,2,2,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0
11004663.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,1,1,1,1,0,0,0,1,0,0,1,1,2,1,1,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,2,2,1,1,1,2,2,0,1,1,1,1,1,1,2,0,1,1,2,0,1,2,0,0,2,2,2,2,2,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,1,1,0,2,2,0,0,2,0,2,2,1,0,2,1,2,1,2,1,1,1,1,2,0,1,1,1,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,0,2,0,0,1,0,1,2,0,1,1,0,0,1,2,2,0,1,2,2,2,2,1,2,2,2,2,0,1,1,0,1,1,2,0,1,1,0,0,0,0,2,2,0,0,1,1,1,0,1,0,2
11004664.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,1,1,1,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,2,2,1,1,1,1,2,0,1,1,1,1,1,1,1,0,1,1,2,0,1,2,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,1,1,0,2,2,0,0,1,0,2,2,1,0,2,1,1,1,2,1,1,1,1,2,0,1,1,1,2,2,2,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,0,2,0,0,1,0,1,2,0,1,1,0,0,1,2,1,0,1,2,2,2,2,2,2,2,2,2,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11004665.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2,1,1,1,2,0,2,0,2,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,2,2,1,1,1,0,2,0,0,0,1,1,0,0,0,0,1,1,2,0,1,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,1,1,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,2,2,1,1,0,2,0,0,1,0,1,2,0,1,0,0,0,1,2,0,0,1,2,2,2,2,1,0,0,0,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0
11004666.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,2,2,1,1,1,1,1,0,0,1,0,1,0,1,2,1,0,0,0,2,0,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,0,0,2,0,2,2,1,2,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,1,1,1,2,0,2,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2,1,2,0,1,1,2,0,0,0,0,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,2,0,2,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
11004667.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,2,2,1,1,1,1,1,0,0,1,0,1,0,1,2,1,0,0,0,2,0,1,1,1,1,1,1,1,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,0,0,2,0,2,2,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,1,0,1,0,1,1,1,2,1,1,2,0,2,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2,1,2,0,1,1,2,0,0,0,0,1,2,0,1,1,1,0,1,2,2,2,1,1,1,1,1,2,0,1,1,2,0,2,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
11004668.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,2,2,1,0,0,1,0,0,1,0,1,1,1,0,2,2,2,1,2,2,2,0,2,2,0,1,0,1,2,1,2,0,0,2,0,2,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11004669.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,2,2,2,0,0,0,0,1,1,1,2,0,0,1,1,0,0,2,2,1,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,2,2,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,2,2,2,2,0,0,0,0,0,1,2,0,0
11004670.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,2,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
11004671.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,2,2,0,1,0,1,1,0,1,0,2,1,0,0,0,1,0,0,2,2,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,2,2,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,2,1,1,1,1,2,2,1,0,0,0,1,1,1,1,0,1,1,2,2,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,2,1,1,1,1,0,1,2,1
11004672.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,0,0,2,2,1,1,2,0,0,2,0,0,0,1,0,2,0,1,1,1,1,0,0,2,0,0,1,2,1,1,0,1,2,1,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,2,2,2,0,0,0,2,0,1,0,0,2,0,0,0,0,0,2,1,2,0,1,2,1,2,2,0,1,2,2,2,2,0,0,0,2,2,2,2,2,2,2,0,2,0,0,1,0,1,2,0,1,0,0,0,2,2,0,0,1,2,1,2,2,1,0,0,0,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2
